ep,scene,target_speaker,prompt,gold,gen
S09E19,1.0,Penny,"<Penny>: Is there anything we can do to help?
<Leonard>: You know what, this part isn’t that technical. You actually could.
<Penny>: Wow, really? Called my bluff. All righty then.
<Bernadette>: Can we really help?
<Howard>: While we finish soldering these boards, it’d be great if you guys could wrap these pipe fittings with Teflon tape.
<Leonard>: I’ll show you how to do one.
<Penny>:","Hey, wouldn’t it be funny if after all your years of hard work, I’m the one who makes a scientific breakthrough? He doesn’t think that’s funny.","Okay, I’ll follow.

Broadcast:

<Cut to: the team working on the circuit board>

Cut to:

<Penny is standing in front of the circuit board"
S04E19,9.0,Sheldon,"<Leonard>: Sheldon, let’s go.
<Sheldon>:",Coming.,"No, no, no, no, no, no.
Sheldon: (giggles) We can’t go, Leonard. We’re not ready.
Sheldon: (nodding) Right."
S04E19,9.0,Howard,"<Leonard>: Sheldon, let’s go.
<Sheldon>: Coming.
<Howard>:",Why did you bring that?,"Sheldon, why don’t you join us?
<Sheldon>: I’m busy.

(Sheldon walks out of the room and is seen in the distance)

(Scene 2"
S04E19,9.0,Sheldon,"<Leonard>: Sheldon, let’s go.
<Sheldon>: Coming.
<Howard>: Why did you bring that?
<Sheldon>:",No weapon strikes more fear into a man’s heart than a Klingon bat’leth.,"It’s not mine.
<Leonard>: (sarcastic) I’m sorry, Sheldon.
<Sheldon>: (laughing) I don’t care.

(Leon"
S04E19,9.0,Leonard,"<Leonard>: Sheldon, let’s go.
<Sheldon>: Coming.
<Howard>: Why did you bring that?
<Sheldon>: No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
<Leonard>:","Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.","I have a bad feeling about this.
<Penny>: That’s the spirit, Leonard.
<Leonard>: I’m just trying to help.
<Penny>: This is how we roll."
S04E19,9.0,Sheldon,"<Leonard>: Sheldon, let’s go.
<Sheldon>: Coming.
<Howard>: Why did you bring that?
<Sheldon>: No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
<Leonard>: Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.
<Sheldon>:",So my blade shall not taste blood tonight?,"And no one’s going to be able to steal my stuff. I’ve got a new security system.
<Leonard>: But the guy’s not a criminal, right? He just wants to get rid"
S04E19,9.0,Leonard,"<Leonard>: Sheldon, let’s go.
<Sheldon>: Coming.
<Howard>: Why did you bring that?
<Sheldon>: No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
<Leonard>: Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.
<Sheldon>: So my blade shall not taste blood tonight?
<Leonard>:",No.,"That’s all you need.
(Sheldon uses a bat’leth to kill a Klingon)

(Sheldon and Leonard are now in their new apartment, but they’re not happy)"
S04E19,9.0,Sheldon,"<Sheldon>: Coming.
<Howard>: Why did you bring that?
<Sheldon>: No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
<Leonard>: Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.
<Sheldon>: So my blade shall not taste blood tonight?
<Leonard>: No.
<Sheldon>:","Well, now I just feel silly holding it.","Okay.

(They all laugh)

(Scene 2)

(The group is standing outside the apartment building, watching the security footage of their previous encounter. Leonard is looking at it, while Penny"
S04E19,9.0,Leonard,"<Howard>: Why did you bring that?
<Sheldon>: No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
<Leonard>: Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.
<Sheldon>: So my blade shall not taste blood tonight?
<Leonard>: No.
<Sheldon>: Well, now I just feel silly holding it.
<Leonard>:",Come on.,"I’m sorry. I’m just so proud of myself.
<Sheldon>: I’m sorry. I’m just so proud of myself.

Act Two:

Scene 1: The apartment"
S04E19,9.0,Sheldon,"<Sheldon>: No weapon strikes more fear into a man’s heart than a Klingon bat’leth.
<Leonard>: Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.
<Sheldon>: So my blade shall not taste blood tonight?
<Leonard>: No.
<Sheldon>: Well, now I just feel silly holding it.
<Leonard>: Come on.
<Sheldon>:",Can I at least kick down the door?,"I mean, seriously.
<Leonard>: We’re just going to give this guy a hand.
<Leonard>: Just like we did the last time.
<Sheldon>: Okay.
<"
S04E19,9.0,Leonard,"<Leonard>: Okay, let’s get clear on something. We’re just going to tell this guy to transfer all of your stuff back into your account and then be on our way. No one’s bat’lething anybody.
<Sheldon>: So my blade shall not taste blood tonight?
<Leonard>: No.
<Sheldon>: Well, now I just feel silly holding it.
<Leonard>: Come on.
<Sheldon>: Can I at least kick down the door?
<Leonard>:","You’re welcome to try, but the other day, it took you 15 minutes to get into a FedEx box.","Not in this lifetime, my dear.
<Sheldon>: (giggling) Alright, alright.

(As Sheldon and Leonard are leaving, Amy and Penny enter the apartment.)"
S04E19,9.0,Sheldon,"<Leonard>: No.
<Sheldon>: Well, now I just feel silly holding it.
<Leonard>: Come on.
<Sheldon>: Can I at least kick down the door?
<Leonard>: You’re welcome to try, but the other day, it took you 15 minutes to get into a FedEx box.
<Inside>: Who is it?
<Sheldon>:",Your doom!,"This is Leonard.
<Leonard>: How can I help you?
<Inside>: This is a very important letter.
<Leonard>: (sighs) Okay, let me see.
<In"
S04E19,9.0,Raj,"<Sheldon>: Well, now I just feel silly holding it.
<Leonard>: Come on.
<Sheldon>: Can I at least kick down the door?
<Leonard>: You’re welcome to try, but the other day, it took you 15 minutes to get into a FedEx box.
<Inside>: Who is it?
<Sheldon>: Your doom!
<Raj>:",Don’t say your doom. Who opens the door for their doom?,"That was pretty funny.
<Leonard>: Yeah, I’m going to get my head crushed.
<Sheldon>: I’ve got a plan.
<Leonard>: (sarcast"
S04E19,9.0,Sheldon,"<Leonard>: Come on.
<Sheldon>: Can I at least kick down the door?
<Leonard>: You’re welcome to try, but the other day, it took you 15 minutes to get into a FedEx box.
<Inside>: Who is it?
<Sheldon>: Your doom!
<Raj>: Don’t say your doom. Who opens the door for their doom?
<Sheldon>:",Good point. Basket of puppies.,"I don’t know. But I’m not afraid.
<Leonard>: That’s because you’re not a coward.

Between the jokes, jabs, and physical comedy, this"
S04E19,9.0,Leonard,"<Leonard>: You’re welcome to try, but the other day, it took you 15 minutes to get into a FedEx box.
<Inside>: Who is it?
<Sheldon>: Your doom!
<Raj>: Don’t say your doom. Who opens the door for their doom?
<Sheldon>: Good point. Basket of puppies.
<door)>: What?
<Leonard>:","Uh, Sheldon?","We’re not opening it!
<Raj>: We can’t open it!
<Sheldon>: I’m the one with the big mouth.
<Leonard>: The basket is open.
<"
S04E19,9.0,Sheldon,"<Inside>: Who is it?
<Sheldon>: Your doom!
<Raj>: Don’t say your doom. Who opens the door for their doom?
<Sheldon>: Good point. Basket of puppies.
<door)>: What?
<Leonard>: Uh, Sheldon?
<Sheldon>:",Are you Todd Zarnecki?,"I think I might need to take a nap.
<Leonard>: Me too.

Scene 12:
Sheldon’s apartment

Sheldon: I’ve been working on that."
S04E19,9.0,Sheldon,"<Raj>: Don’t say your doom. Who opens the door for their doom?
<Sheldon>: Good point. Basket of puppies.
<door)>: What?
<Leonard>: Uh, Sheldon?
<Sheldon>: Are you Todd Zarnecki?
<Todd>: Yeah. Who are you?
<Sheldon>:",I am Sheldor of Azeroth. I want my things back.,"I’m Sheldon Cooper.
<Todd>: I’m Todd Zarnecki. You’re the guy who keeps telling me about that thing in the sky.
<Leonard>: That thing?"
S04E19,9.0,Sheldon,"<door)>: What?
<Leonard>: Uh, Sheldon?
<Sheldon>: Are you Todd Zarnecki?
<Todd>: Yeah. Who are you?
<Sheldon>: I am Sheldor of Azeroth. I want my things back.
<Todd>: I don’t think so. Let me see that.
<Sheldon>:",Careful. That’s a collectible.,"It’s in there. It’s not that far.
<Todd>: I’ll get it.

Sheldon and Leonard are both exasperated.

LEONARD: (sighs"
S04E19,9.0,Sheldon,"<Sheldon>: Are you Todd Zarnecki?
<Todd>: Yeah. Who are you?
<Sheldon>: I am Sheldor of Azeroth. I want my things back.
<Todd>: I don’t think so. Let me see that.
<Sheldon>: Careful. That’s a collectible.
<Todd>: I know. I’ve always wanted one.
<Sheldon>:","Well, he’s even more cunning than we thought.","You’re not supposed to take them.
<Todd>: I’m just curious. Who are you?
<Sheldon>: I am Sheldon Cooper. And you are?
<Todd>: I’"
S09E16,5.0,Leonard,"<Raj>: I’d like to propose a toast to our friend, Howard, his, um, his big heart, his beautiful soul…
<Leonard>:",And his tight little pants that somehow did not make him sterile.,"And we’ll toast to his generous spirit, his love for others, his, um, his, his, his, uh, his kindness, his, um, his, his, his, uh, his"
S09E16,5.0,Howard,"<Raj>: I’d like to propose a toast to our friend, Howard, his, um, his big heart, his beautiful soul…
<Leonard>: And his tight little pants that somehow did not make him sterile.
<All>: Cheers.
<Howard>:","Well, look at this. I bet whoever invented tiny umbrellas doesn’t have to worry about money. He can have all the kids he wants.","Thank you.
<Leonard>: You’re welcome.

Act II

Scene One

(The group is back at the diner, and they are eating. The lights go up.)

Le"
S09E16,5.0,Sheldon,"<Raj>: I’d like to propose a toast to our friend, Howard, his, um, his big heart, his beautiful soul…
<Leonard>: And his tight little pants that somehow did not make him sterile.
<All>: Cheers.
<Howard>: Well, look at this. I bet whoever invented tiny umbrellas doesn’t have to worry about money. He can have all the kids he wants.
<Sheldon>:",And can keep a small portion of their heads dry.,"That’s exactly what I do.
<Leonard>: You have a terrible taste in men.
<Sheldon>: I’ve got a terrible taste in men, but that doesn’t mean I’m a"
S09E16,5.0,Howard,"<Raj>: I’d like to propose a toast to our friend, Howard, his, um, his big heart, his beautiful soul…
<Leonard>: And his tight little pants that somehow did not make him sterile.
<All>: Cheers.
<Howard>: Well, look at this. I bet whoever invented tiny umbrellas doesn’t have to worry about money. He can have all the kids he wants.
<Sheldon>: And can keep a small portion of their heads dry.
<Howard>:","If I’m gonna have any chance of raising this kid, I need to come up with a big idea to make some money.","And don’t worry about losing the rest.
<Leonard>: Howard, you’re just saying that because you want to.
<Sheldon>: I was just trying to make a joke.
<Le"
S09E16,5.0,Leonard,"<Raj>: I’d like to propose a toast to our friend, Howard, his, um, his big heart, his beautiful soul…
<Leonard>: And his tight little pants that somehow did not make him sterile.
<All>: Cheers.
<Howard>: Well, look at this. I bet whoever invented tiny umbrellas doesn’t have to worry about money. He can have all the kids he wants.
<Sheldon>: And can keep a small portion of their heads dry.
<Howard>: If I’m gonna have any chance of raising this kid, I need to come up with a big idea to make some money.
<Leonard>:",There’s no reason you can’t.,"And not just any big idea, Howard. A genius idea that will make you rich.
<Howard>: (imagining a flying car) How about, Howard, a flying car?
<Leonard>: (im"
S09E16,5.0,Howard,"<Leonard>: And his tight little pants that somehow did not make him sterile.
<All>: Cheers.
<Howard>: Well, look at this. I bet whoever invented tiny umbrellas doesn’t have to worry about money. He can have all the kids he wants.
<Sheldon>: And can keep a small portion of their heads dry.
<Howard>: If I’m gonna have any chance of raising this kid, I need to come up with a big idea to make some money.
<Leonard>: There’s no reason you can’t.
<Howard>:",That’s easy for you to say. You and Sheldon already came up with your superfluid helium model.,"Well, there’s the little matter of the invention itself. I mean, how do I get this patent?
<Leonard>: And the invention itself.
<Sheldon>: And the invention itself"
